Rank,track_name,artist_name,album_name,artist_genres,track_popularity,artist_popularity,mood_danceability,mood_valence,mood_energy,mood_tempo,prop_loudness,prop_speechiness,prop_instrumentalness,context_liveness,context_acousticness
20,"thank u, next",Ariana Grande,"thank u, next","['dance pop', 'pop']",80,93,0.717,0.412,0.653,106.966,-5.634,0.0658,0.0,0.101,0.229
21,Beautiful People (feat. Khalid),Ed Sheeran,No.6 Collaborations Project,"['pop', 'uk pop']",72,96,0.64,0.546,0.647,92.979,-8.114,0.186,0.0,0.0801,0.124
22,Easier,5 Seconds of Summer,Easier,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1,84,0.505,0.618,0.428,175.813,-5.604,0.221,0.0,0.0977,0.489
23,Boy With Luv (feat. Halsey),BTS,MAP OF THE SOUL : PERSONA,"['k-pop', 'k-pop boy group']",34,96,0.645,0.798,0.862,119.991,-4.757,0.0965,0.0,0.192,0.0923
24,Let Me Down Slowly,Alec Benjamin,Narrated For You,"['alt z', 'dream smp', 'electropop', 'pop']",82,81,0.652,0.483,0.557,150.073,-5.714,0.0318,0.0,0.124,0.74
25,Better,Khalid,Better,"['pop', 'pop r&b']",70,90,0.442,0.116,0.585,97.565,-10.332,0.0964,0.391,0.14,0.0984
26,I Don't Care (with Justin Bieber),Ed Sheeran,No.6 Collaborations Project,"['pop', 'uk pop']",73,96,0.798,0.843,0.676,101.956,-5.041,0.0442,0.0,0.0894,0.0902
27,Please Me,Cardi B,Please Me,"['dance pop', 'pop', 'pop rap', 'rap']",73,86,0.747,0.65,0.57,133.992,-6.711,0.081,0.0,0.0832,0.0642
28,How Do You Sleep?,Sam Smith,How Do You Sleep?,"['dance pop', 'pop', 'uk pop']",73,86,0.477,0.345,0.682,110.567,-4.931,0.0925,0.0,0.0763,0.153
29,"break up with your girlfriend, i'm bored",Ariana Grande,"thank u, next","['dance pop', 'pop']",76,93,0.726,0.335,0.554,169.999,-5.29,0.0917,0.0,0.106,0.0421
30,lovely (with Khalid),Billie Eilish,lovely (with Khalid),"['art pop', 'electropop', 'pop']",86,93,0.351,0.12,0.296,115.284,-10.109,0.0333,0.0,0.095,0.934
31,Post Malone (feat. RANI),Sam Feldt,Magnets EP,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",69,78,0.59,0.651,0.642,107.356,-3.87,0.122,0.0,0.105,0.0771
32,Circles,Post Malone,Hollywood's Bleeding,"['dfw rap', 'melodic rap', 'rap']",84,91,0.695,0.553,0.762,120.042,-3.497,0.0395,0.00244,0.0863,0.192
33,Sweet but Psycho,Ava Max,Sweet but Psycho,"['dance pop', 'pop']",7,86,0.719,0.628,0.704,133.002,-4.724,0.0476,0.0,0.166,0.0691
34,Motivation,Normani,Motivation,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']",70,74,0.599,0.881,0.887,170.918,-3.967,0.0984,1.21e-06,0.3,0.0192
35,Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",77,76,0.674,0.234,0.881,98.994,-2.853,0.147,3.01e-06,0.0793,0.296
36,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),"['dance pop', 'pop']",78,80,0.601,0.244,0.794,114.066,-5.844,0.0671,1.36e-06,0.388,0.00987
37,You Need To Calm Down,Taylor Swift,Lover,['pop'],75,98,0.771,0.714,0.671,85.026,-5.617,0.0553,0.0,0.0637,0.00929
38,Dancing With A Stranger (with Normani),Sam Smith,Dancing With A Stranger (with Normani),"['dance pop', 'pop', 'uk pop']",75,86,0.741,0.347,0.52,102.998,-7.513,0.0656,1.97e-06,0.222,0.45
39,Nights Like This (feat. Ty Dolla $ign),Kehlani,While We Wait,"['dance pop', 'pop', 'pop rap', 'r&b']",74,82,0.61,0.291,0.725,146.163,-5.131,0.15,0.0,0.154,0.367
40,High Hopes,Panic! At The Disco,Pray for the Wicked,['modern rock'],80,82,0.579,0.681,0.904,82.014,-2.729,0.0618,0.0,0.064,0.193
41,Liar,Camila Cabello,Romance,"['dance pop', 'pop', 'post-teen pop']",65,89,0.74,0.652,0.498,98.016,-6.684,0.0456,0.00282,0.319,0.0169
42,So Am I,Ava Max,So Am I,"['dance pop', 'pop']",4,86,0.682,0.607,0.656,130.089,-4.67,0.0435,0.0,0.353,0.0737
43,Talk (feat. Disclosure),Khalid,Free Spirit,"['pop', 'pop r&b']",71,90,0.9,0.346,0.4,135.984,-8.575,0.127,0.0,0.0599,0.0516
44,Kill This Love,BLACKPINK,KILL THIS LOVE,"['k-pop', 'k-pop girl group']",1,84,0.738,0.58,0.861,131.98,-4.141,0.237,0.00182,0.325,0.318
45,Hold Me While You Wait,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,"['pop', 'uk pop']",75,82,0.688,0.162,0.53,106.958,-5.507,0.0333,0.0,0.0995,0.443
46,Ransom,Lil Tecca,We Love You Tecca,"['melodic rap', 'pluggnb', 'rap', 'trap']",78,82,0.745,0.226,0.642,179.974,-6.257,0.287,0.0,0.0658,0.0204
47,Location (feat. Burna Boy),Dave,PSYCHODRAMA,['uk hip hop'],78,84,0.812,0.55,0.496,109.979,-5.969,0.297,0.0,0.0955,0.271
48,3 Nights,Dominic Fike,"Don't Forget About Me, Demos","['alternative pop rock', 'pop']",78,79,0.815,0.877,0.518,151.891,-6.594,0.0897,0.0,0.104,0.223
49,Mad Love,Mabel,High Expectations,"['dance pop', 'edm', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",0,76,0.631,0.62,0.803,198.065,-2.974,0.155,0.0,0.11,0.675
50,Here With Me,Marshmello,Here With Me,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",72,86,0.791,0.181,0.565,99.961,-3.933,0.0439,0.0,0.156,0.0623
51,Goodbyes (Feat. Young Thug),Post Malone,Goodbyes (Feat. Young Thug),"['dfw rap', 'melodic rap', 'rap']",1,91,0.58,0.175,0.653,150.231,-3.818,0.0745,0.0,0.111,0.447
52,Grace,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,"['pop', 'uk pop']",66,82,0.722,0.488,0.565,104.483,-5.848,0.0335,0.0,0.165,0.435
53,Panini,Lil Nas X,Panini,"['lgbtq+ hip hop', 'pop']",71,89,0.703,0.475,0.594,153.848,-6.146,0.0752,0.0,0.123,0.342
54,SOS (feat. Aloe Blacc),Avicii,TIM,"['dance pop', 'edm', 'pop', 'pop dance']",71,85,0.802,0.376,0.645,100.001,-6.181,0.0715,0.0,0.119,0.272
55,What I Like About You (feat. Theresa Rex),Jonas Blue,What I Like About You (feat. Theresa Rex),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",64,80,0.46,0.553,0.8,102.46,-3.584,0.05,6.16e-06,0.121,0.289
56,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",DJ Snake,Carte Blanche,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",70,82,0.842,0.617,0.801,95.881,-4.167,0.228,4.82e-06,0.0642,0.157
57,Better Now,Post Malone,beerbongs & bentleys,"['dfw rap', 'melodic rap', 'rap']",79,91,0.68,0.341,0.578,145.038,-5.804,0.04,0.0,0.135,0.331
58,Good as Hell,Lizzo,Cuz I Love You (Super Deluxe),"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",72,78,0.682,0.535,0.919,95.982,-3.18,0.0875,0.0,0.442,0.256
59,Juicy,Doja Cat,Juicy,"['dance pop', 'pop']",57,94,0.786,0.458,0.658,170.037,-2.61,0.0661,0.0,0.0689,0.0856
60,Money,Cardi B,Money,"['dance pop', 'pop', 'pop rap', 'rap']",72,86,0.95,0.219,0.59,130.003,-6.508,0.29,0.0,0.11,0.00534
61,Antisocial (with Travis Scott),Ed Sheeran,No.6 Collaborations Project,"['pop', 'uk pop']",63,96,0.716,0.91,0.823,151.957,-5.313,0.0495,0.0,0.361,0.132
62,Bruises,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,"['pop', 'uk pop']",78,82,0.736,0.361,0.308,111.202,-7.83,0.0677,0.0,0.186,0.946
63,Don???t Feel Like Crying,Sigrid,Don't Feel Like Crying,"['dance pop', 'norwegian pop', 'pop']",51,69,0.749,0.715,0.814,119.964,-3.769,0.0404,0.0,0.0673,0.156
64,Robbery,Juice WRLD,Death Race For Love,"['chicago rap', 'melodic rap']",52,95,0.685,0.578,0.692,159.966,-5.122,0.0457,0.0,0.153,0.328
65,Just You and I,Tom Walker,What a Time To Be Alive,"['indie anthem-folk', 'modern rock', 'pop', 'uk pop']",67,71,0.567,0.544,0.696,92.061,-5.416,0.301,0.0,0.113,0.456
66,Wow.,Post Malone,Hollywood's Bleeding,"['dfw rap', 'melodic rap', 'rap']",78,91,0.829,0.388,0.539,99.96,-7.359,0.208,1.78e-06,0.103,0.136
67,Slide Away,Miley Cyrus,Slide Away,"['dance pop', 'pop', 'post-teen pop']",69,87,0.53,0.288,0.538,148.051,-6.672,0.0335,2.83e-06,0.248,0.17
68,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),"['dance pop', 'houston rap', 'pop', 'trap queen']",68,87,0.872,0.57,0.814,98.985,-4.568,0.155,1.96e-06,0.214,0.00485
69,Higher Love,Kygo,Higher Love,"['edm', 'pop', 'pop dance', 'tropical house']",75,85,0.693,0.404,0.678,103.952,-7.159,0.0324,5.71e-06,0.101,0.0151
70,when the party's over,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","['art pop', 'electropop', 'pop']",80,93,0.367,0.198,0.111,82.642,-14.084,0.0972,3.97e-05,0.0897,0.978
71,Walk Me Home,P!nk,Walk Me Home,"['dance pop', 'pop']",66,84,0.652,0.432,0.453,88.039,-6.119,0.0445,0.0,0.179,0.0507
72,gone girl,iann dior,Industry Plant,"['melodic rap', 'pop rap']",69,83,0.677,0.355,0.714,94.956,-5.637,0.0287,0.0,0.0717,0.162
73,Truth Hurts,Lizzo,Cuz I Love You (Deluxe),"['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']",63,78,0.715,0.412,0.624,158.087,-3.046,0.114,0.0,0.123,0.11
74,Only Human,Jonas Brothers,Happiness Begins,"['boy band', 'dance pop', 'pop', 'post-teen pop']",70,80,0.795,0.874,0.496,94.01,-5.883,0.0722,0.0,0.0645,0.108
75,MIA (feat. Drake),Bad Bunny,MIA (feat. Drake),"['latin', 'reggaeton', 'trap latino']",77,100,0.817,0.158,0.539,97.062,-6.349,0.0621,0.000496,0.099,0.0141
76,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),"['pop', 'uk pop']",63,96,0.746,0.607,0.787,95.005,-6.373,0.12,0.0,0.0669,0.214
77,One Thing Right,Marshmello,One Thing Right,"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",73,86,0.659,0.442,0.625,88.042,-2.253,0.045,0.0,0.582,0.0644
78,On A Roll,Ashley O,On A Roll,[],57,48,0.736,0.387,0.81,125.011,-6.354,0.0906,0.0,0.0523,0.077
79,Sorry,Joel Corry,Sorry,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",63,82,0.744,0.847,0.79,125.002,-4.617,0.0562,0.000802,0.32,0.0547
80,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,Hoodie SZN,"['melodic rap', 'rap', 'trap']",75,86,0.581,0.434,0.662,93.023,-5.239,0.303,0.0,0.111,0.0153
81,emotions,iann dior,nothings ever good enough,"['melodic rap', 'pop rap']",71,83,0.63,0.163,0.63,80.512,-6.211,0.0395,0.0,0.142,0.0131
82,Keisha & Becky - Remix,Russ Millions,Keisha & Becky (Remix),['uk drill'],68,77,0.863,0.644,0.471,140.969,-9.545,0.478,0.0,0.121,0.251
83,Take Me Back to London (feat. Stormzy),Ed Sheeran,No.6 Collaborations Project,"['pop', 'uk pop']",66,96,0.885,0.605,0.762,138.058,-5.513,0.216,0.0,0.162,0.219
84,Wish You Well,Sigala,Wish You Well,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house']",63,78,0.669,0.576,0.895,124.975,-3.787,0.0575,0.0,0.297,0.128
85,All Day And Night,Jax Jones,All Day And Night (Jax Jones & Martin Solveig Present Europa),"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'pop rap', 'tropical house', 'uk dance']",59,80,0.585,0.521,0.782,121.908,-4.101,0.0897,0.0,0.156,0.269
86,My Type,Saweetie,ICY,"['cali rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'trap queen']",71,80,0.899,0.587,0.811,105.038,-6.294,0.258,0.0,0.0672,0.000677
87,Look Back at It,A Boogie Wit da Hoodie,Hoodie SZN,"['melodic rap', 'rap', 'trap']",73,86,0.791,0.536,0.587,96.057,-5.075,0.0413,0.0,0.148,0.407
88,Strike a Pose (feat. Aitch),Young T & Bugsey,Strike a Pose (feat. Aitch),"['afroswing', 'nottingham hip hop', 'uk hip hop']",61,66,0.531,0.591,0.581,137.776,-5.801,0.101,1.62e-05,0.101,0.0107
89,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,"['australian pop', 'pop']",78,78,0.824,0.513,0.588,98.027,-6.4,0.0924,0.000104,0.149,0.692
90,Ladbroke Grove,AJ Tracey,AJ Tracey,"['grime', 'uk hip hop', 'ukg revival']",69,76,0.903,0.727,0.839,133.986,-9.447,0.208,0.0,0.102,0.0939
91,Pop Out (feat. Lil Tjay),Polo G,Die A Legend,['chicago rap'],77,90,0.772,0.261,0.639,168.112,-7.119,0.467,0.0,0.0698,0.15
92,Ride It,Regard,Ride It,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",80,77,0.88,0.884,0.751,117.948,-4.258,0.0874,6.43e-05,0.106,0.177
93,Light On,Maggie Rogers,Heard It In A Past Life,"['indie pop', 'pop']",67,70,0.657,0.399,0.569,102.054,-6.287,0.0542,1.38e-05,0.126,0.201
94,EARFQUAKE,"Tyler, The Creator",IGOR,"['hip hop', 'rap']",80,90,0.554,0.413,0.498,79.635,-8.866,0.0685,5.98e-06,0.795,0.23
95,Old Town Road,Lil Nas X,7 EP,"['lgbtq+ hip hop', 'pop']",75,89,0.907,0.507,0.53,135.998,-6.112,0.127,2.23e-06,0.101,0.0578
96,Outnumbered,Dermot Kennedy,Outnumbered,"['folk-pop', 'irish pop', 'pop']",66,77,0.614,0.258,0.684,156.85,-5.79,0.157,0.0,0.0976,0.247
97,Options,NSG,Roots,"['afro dancehall', 'afroswing', 'uk dancehall', 'uk hip hop']",56,64,0.836,0.762,0.621,101.993,-4.684,0.0894,9.16e-05,0.104,0.389
98,SICKO MODE,Travis Scott,ASTROWORLD,"['hip hop', 'rap', 'slap house', 'trap']",81,92,0.834,0.446,0.73,155.008,-3.714,0.222,0.0,0.124,0.00513
99,Doin' Time,Lana Del Rey,Norman Fucking Rockwell!,"['art pop', 'pop']",79,89,0.641,0.523,0.559,144.982,-11.132,0.0355,0.00402,0.0937,0.404
100,Con Calma,Daddy Yankee,Con Calma,"['latin', 'latin hip hop', 'reggaeton', 'trap latino']",78,94,0.737,0.656,0.86,93.989,-2.652,0.0593,1.94e-06,0.0574,0.11
1,Blinding Lights,The Weeknd,Blinding Lights,"['canadian contemporary r&b', 'canadian pop', 'pop']",17,97,0.513,0.345,0.796,171.017,-4.075,0.0629,0.000209,0.0938,0.00147
2,Watermelon Sugar,Harry Styles,Fine Line,['pop'],88,93,0.548,0.557,0.816,95.39,-4.209,0.0465,0.0,0.335,0.122
3,Break My Heart,Dua Lipa,Break My Heart,"['dance pop', 'pop', 'uk pop']",67,94,0.73,0.467,0.729,113.012,-3.434,0.0886,1.39e-06,0.349,0.167
4,Say So,Doja Cat,Hot Pink,"['dance pop', 'pop']",80,94,0.787,0.779,0.673,110.962,-4.583,0.159,3.35e-06,0.0904,0.264
5,positions,Ariana Grande,positions,"['dance pop', 'pop']",10,93,0.736,0.675,0.802,144.005,-4.759,0.0864,0.0,0.094,0.468
6,The Box,Roddy Ricch,Please Excuse Me for Being Antisocial,"['melodic rap', 'rap', 'trap']",80,84,0.896,0.642,0.586,116.971,-6.687,0.0559,0.0,0.79,0.104
7,Intentions (feat. Quavo),Justin Bieber,Changes,"['canadian pop', 'pop']",75,96,0.806,0.874,0.546,147.986,-6.637,0.0575,0.0,0.102,0.3
8,Rain On Me (with Ariana Grande),Lady Gaga,Rain On Me (with Ariana Grande),"['art pop', 'dance pop', 'pop']",74,88,0.672,0.646,0.855,123.056,-3.764,0.0397,0.0,0.323,0.021
9,ROCKSTAR (feat. Roddy Ricch),DaBaby,BLAME IT ON BABY,"['north carolina hip hop', 'rap', 'trap']",80,89,0.746,0.497,0.69,89.977,-7.956,0.164,0.0,0.101,0.247
10,WAP (feat. Megan Thee Stallion),Cardi B,WAP (feat. Megan Thee Stallion),"['dance pop', 'pop', 'pop rap', 'rap']",80,86,0.935,0.357,0.454,133.073,-7.509,0.375,0.0,0.0824,0.0194
11,death bed (coffee for your head),Powfu,death bed (coffee for your head),['sad rap'],82,77,0.726,0.348,0.431,144.026,-8.765,0.135,0.0,0.696,0.731
12,Dynamite,BTS,Dynamite,"['k-pop', 'k-pop boy group']",0,96,0.746,0.737,0.765,114.044,-4.41,0.0993,0.0,0.0936,0.0112
13,Mood (feat. iann dior),24kGoldn,Mood (feat. iann dior),"['cali rap', 'pop rap']",12,81,0.7,0.756,0.722,90.989,-3.558,0.0369,0.0,0.272,0.221
14,cardigan,Taylor Swift,folklore,['pop'],48,98,0.613,0.551,0.581,130.033,-8.588,0.0424,0.000345,0.25,0.537
15,Roses - Imanbek Remix,SAINt JHN,Roses (Imanbek Remix),"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",59,76,0.785,0.894,0.721,121.962,-5.457,0.0506,0.00432,0.285,0.0149
16,What You Know Bout Love,Pop Smoke,Shoot For The Stars Aim For The Moon,['brooklyn drill'],81,88,0.709,0.543,0.548,83.995,-8.493,0.353,1.59e-06,0.133,0.65
17,Toosie Slide,Drake,Toosie Slide,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",73,98,0.834,0.837,0.454,81.618,-9.75,0.201,6.15e-06,0.114,0.321
18,Dance Monkey,Tones And I,Dance Monkey,"['australian pop', 'pop']",63,78,0.826,0.541,0.593,98.083,-6.401,0.0976,0.000161,0.17,0.688
19,Blueberry Faygo,Lil Mosey,Certified Hitmaker,"['melodic rap', 'rap', 'rap conscient', 'trap', 'vapor trap']",75,77,0.774,0.349,0.554,99.034,-7.909,0.0383,0.0,0.132,0.207
20,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,B4 The Storm,"['rap', 'trap']",56,79,0.8,0.462,0.658,140.042,-6.142,0.079,0.0,0.111,0.25
21,Come & Go (with Marshmello),Juice WRLD,Come & Go (with Marshmello),"['chicago rap', 'melodic rap']",63,95,0.625,0.532,0.811,144.994,-5.183,0.0659,0.0,0.16,0.0173
22,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,Monster,"['canadian pop', 'dance pop', 'pop', 'viral pop']",73,90,0.652,0.549,0.383,145.765,-7.076,0.0516,0.0,0.0828,0.0676
23,Life Is Good (feat. Drake),Future,High Off Life,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",72,91,0.795,0.537,0.574,142.053,-6.903,0.487,0.0,0.15,0.067
24,Don't Start Now,Dua Lipa,Don't Start Now,"['dance pop', 'pop', 'uk pop']",79,94,0.794,0.677,0.793,123.941,-4.521,0.0842,0.0,0.0952,0.0125
25,Falling,Trevor Daniel,Nicotine,"['alternative r&b', 'melodic rap', 'pop', 'pop rap']",3,72,0.784,0.236,0.43,127.087,-8.756,0.0364,0.0,0.0887,0.123
26,Stuck with U (with Justin Bieber),Ariana Grande,Stuck with U,"['dance pop', 'pop']",82,93,0.597,0.537,0.45,178.765,-6.658,0.0418,0.0,0.382,0.223
27,D??KITI,Bad Bunny,D??KITI,"['latin', 'reggaeton', 'trap latino']",81,100,0.731,0.145,0.573,109.928,-10.059,0.0544,5.22e-05,0.113,0.401
28,Circles,Post Malone,Hollywood's Bleeding,"['dfw rap', 'melodic rap', 'rap']",84,91,0.695,0.553,0.762,120.042,-3.497,0.0395,0.00244,0.0863,0.192
29,Savage Remix (feat. Beyonc??),Megan Thee Stallion,Savage Remix (feat. Beyonc??),"['dance pop', 'houston rap', 'pop', 'trap queen']",68,87,0.822,0.636,0.743,84.459,-4.772,0.28,0.0,0.127,0.016
30,you broke me first,Tate McRae,you broke me first,['pop'],83,85,0.667,0.0823,0.373,124.148,-9.389,0.05,0.0,0.0906,0.785
31,Midnight Sky,Miley Cyrus,Midnight Sky,"['dance pop', 'pop', 'post-teen pop']",62,87,0.705,0.259,0.814,110.0,-5.466,0.0346,0.00312,0.203,0.00115
32,Yummy,Justin Bieber,Yummy,"['canadian pop', 'pop']",69,96,0.687,0.494,0.514,145.921,-6.612,0.0897,0.0,0.116,0.366
33,Before You Go,Lewis Capaldi,Divinely Uninspired To A Hellish Extent (Extended Edition),"['pop', 'uk pop']",81,82,0.459,0.183,0.575,111.881,-4.858,0.0573,0.0,0.0885,0.604
34,You should be sad,Halsey,Manic,"['dance pop', 'electropop', 'etherpop', 'indie poptimism', 'pop']",73,87,0.591,0.324,0.585,110.94,-6.35,0.0277,0.0,0.109,0.143
35,Adore You,Harry Styles,Fine Line,['pop'],84,93,0.676,0.569,0.771,99.048,-3.675,0.0483,7e-06,0.102,0.0237
36,How You Like That,BLACKPINK,How You Like That,"['k-pop', 'k-pop girl group']",1,84,0.828,0.351,0.782,130.013,-4.014,0.0918,3.41e-05,0.0544,0.0694
37,Party Girl,StaySolidRocky,Party Girl,['melodic rap'],71,65,0.728,0.629,0.431,130.022,-9.966,0.0622,0.0,0.0996,0.749
38,ROXANNE,Arizona Zervas,ROXANNE,"['pop rap', 'rhode island rap', 'social media pop']",78,72,0.621,0.457,0.601,116.735,-5.616,0.148,0.0,0.46,0.0522
39,For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Shoot For The Stars Aim For The Moon,['brooklyn drill'],80,88,0.823,0.347,0.586,125.971,-6.606,0.2,0.0,0.193,0.114
40,POPSTAR (feat. Drake),DJ Khaled,POPSTAR (feat. Drake),"['dance pop', 'hip hop', 'miami hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap']",74,82,0.8,0.45,0.56,163.071,-4.818,0.261,0.0,0.134,0.057
41,Memories,Maroon 5,Memories,"['pop', 'pop rock']",32,90,0.764,0.575,0.32,91.019,-7.209,0.0546,0.0,0.0822,0.837
42,Therefore I Am,Billie Eilish,Therefore I Am,"['art pop', 'electropop', 'pop']",75,93,0.889,0.716,0.34,94.009,-7.773,0.0697,0.13,0.055,0.218
43,That Way - Bonus Track,Lil Uzi Vert,Eternal Atake,"['melodic rap', 'philly rap', 'rap', 'trap']",64,90,0.712,0.504,0.598,130.007,-5.368,0.0388,0.0,0.154,0.0546
44,Sunday Best,Surfaces,Where the Light Is,"['bedroom soul', 'pop']",77,77,0.878,0.694,0.525,112.022,-6.832,0.0578,0.0,0.0714,0.183
45,34+35,Ariana Grande,Positions,"['dance pop', 'pop']",81,93,0.83,0.485,0.585,109.978,-6.476,0.094,0.0,0.248,0.237
46,Prisoner (feat. Dua Lipa),Miley Cyrus,Prisoner (feat. Dua Lipa),"['dance pop', 'pop', 'post-teen pop']",64,87,0.781,0.595,0.67,127.99,-3.912,0.0452,0.0,0.0761,0.0103
47,Levitating (feat. DaBaby),Dua Lipa,Levitating (feat. DaBaby),"['dance pop', 'pop', 'uk pop']",79,94,0.702,0.915,0.825,102.977,-3.787,0.0601,0.0,0.0674,0.00883
48,THE SCOTTS,THE SCOTTS,THE SCOTTS,[],76,64,0.716,0.28,0.537,129.979,-7.648,0.0514,0.0,0.157,0.233
49,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix",Jack Harlow,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix]","['deep underground hip hop', 'kentucky hip hop', 'rap']",76,91,0.904,0.835,0.723,145.013,-5.224,0.26,0.0,0.185,0.0631
50,Breaking Me,Topic,Breaking Me,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",78,80,0.789,0.664,0.72,122.031,-5.652,0.218,0.0,0.129,0.223
51,Head & Heart (feat. MNEK),Joel Corry,Head & Heart (feat. MNEK),"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance']",81,82,0.734,0.905,0.874,122.953,-3.158,0.0662,1.14e-05,0.0489,0.168
52,Savage Love (Laxed - Siren Beat),Jawsh 685,Savage Love (Laxed - Siren Beat),['nz pop'],77,70,0.767,0.761,0.481,150.076,-8.52,0.0803,0.0,0.269,0.234
53,Put Your Records On,Ritt Momney,Put Your Records On,"['bedroom pop', 'indie pop']",77,66,0.399,0.151,0.491,91.066,-10.778,0.0538,0.00089,0.11,0.0563
54,Laugh Now Cry Later (feat. Lil Durk),Drake,Laugh Now Cry Later (feat. Lil Durk),"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']",80,98,0.761,0.522,0.518,133.976,-8.871,0.134,3.47e-05,0.107,0.244
55,Godzilla (feat. Juice WRLD),Eminem,Music To Be Murdered By,"['detroit hip hop', 'hip hop', 'rap']",83,95,0.808,0.829,0.745,165.995,-5.26,0.342,0.0,0.292,0.145
56,Holy (feat. Chance The Rapper),Justin Bieber,Holy,"['canadian pop', 'pop']",75,96,0.673,0.372,0.704,86.919,-8.056,0.36,0.0,0.0898,0.196
57,In Your Eyes,The Weeknd,After Hours,"['canadian contemporary r&b', 'canadian pop', 'pop']",78,97,0.667,0.717,0.719,100.021,-5.371,0.0346,8.1e-05,0.0736,0.00285
58,Supalonely (feat. Gus Dapperton),BENEE,Hey u x,"['alt z', 'nz pop', 'pop']",63,72,0.862,0.841,0.631,128.978,-4.746,0.0515,0.000209,0.123,0.291
59,Rare,Selena Gomez,Rare,"['dance pop', 'pop', 'post-teen pop']",64,86,0.838,0.631,0.545,114.998,-6.713,0.0706,8.01e-05,0.103,0.208
60,my ex's best friend (with blackbear),Machine Gun Kelly,my ex's best friend (with blackbear),"['ohio hip hop', 'pop rap']",1,89,0.728,0.33,0.685,124.934,-5.096,0.0433,0.0,0.152,0.00391
61,ON (Feat. Sia),BTS,MAP OF THE SOUL : 7,"['k-pop', 'k-pop boy group']",17,96,0.591,0.386,0.848,105.922,-4.397,0.0828,0.0,0.372,0.137
62,MAMACITA,Black Eyed Peas,MAMACITA,"['dance pop', 'pop', 'pop rap']",69,84,0.894,0.428,0.635,105.013,-6.929,0.0473,0.00105,0.0823,0.193
63,Tusa,KAROL G,Tusa,"['latin', 'reggaeton', 'reggaeton colombiano', 'trap latino']",77,91,0.803,0.574,0.715,101.085,-3.28,0.298,0.000134,0.0574,0.295
64,everything i wanted,Billie Eilish,everything i wanted,"['art pop', 'electropop', 'pop']",81,93,0.704,0.243,0.225,120.006,-14.454,0.0994,0.657,0.106,0.902
65,Be Kind (with Halsey),Marshmello,Be Kind (with Halsey),"['brostep', 'dance pop', 'edm', 'pop', 'pop dance', 'progressive electro house']",76,86,0.63,0.452,0.633,93.995,-7.088,0.0457,0.0,0.0541,0.00776
